Date,North America,Europe,Africa,Asia,South America
195403,0.04,0.47,-0.02,-0.89,0.05
195404,-0.85,-1.33,-0.6,0.07,-0.15
195405,-0.31,0.16,-0.03,-0.77,-0.69
195406,0.11,0.79,-0.53,0.08,-0.21
195407,0.35,-0.46,-0.72,0.18,-0.46
195408,0.43,-0.1,-0.61,0.36,-0.12
195409,0.48,0.6,-0.48,0.22,0.05
195410,0.5,0.28,-0.29,0.32,-0.06
195411,2,0.32,0.04,0.22,0.28
195412,0.63,1.82,-0.11,-1.36,0
195501,0.99,0.91,0.44,1,0.1
195502,-1.26,0.16,0.35,-0.22,-0.07
195503,-1.41,-1.35,-0.04,-1.37,-0.57
195504,0.8,-1.13,-0.5,-1.12,-0.34
195505,0.22,-0.73,-0.03,0.03,-0.47
195506,0.17,-0.55,-0.21,0.23,0.07
195507,0.22,0.3,-0.1,-0.28,-1.09
195508,0.29,0.39,-0.3,0.23,-0.27
195509,0.04,0.75,-0.3,-0.03,-0.01
195510,0.87,0.49,-0.12,0.21,-0.5
195511,-2.13,-0.38,0.18,0.34,0.01
195512,-1.26,-0.05,-0.4,-0.44,-0.26
195601,0.31,0.37,-0.25,-0.94,-0.73
195602,-0.66,-5.14,0.21,-0.97,-0.58
195603,-0.57,-1.53,-0.17,-0.52,-0.26
195604,-0.53,-1.11,-0.6,-0.67,-0.85
195605,-0.67,-0.35,-0.43,-0.43,-1.14
195606,0.13,-0.27,-0.33,-0.16,-0.82
195607,-0.23,-0.63,-0.44,-0.13,-0.23
195608,-0.27,-0.84,-0.33,-0.39,-0.73
195609,-0.82,-0.44,-0.55,-0.44,0.03
195610,-0.34,-0.5,-0.63,-0.44,-0.29
195611,-0.37,-2.4,-0.14,-0.44,-0.71
195612,-0.5,-0.35,-0.68,-0.39,-0.24
195701,-1.02,0.03,-0.63,-0.07,-0.49
195702,0.54,2.21,-0.5,-1.42,-0.29
195703,0.88,0.55,-0.46,-1.4,0.23
195704,-0.02,0.29,-0.58,-0.83,-0.55
195705,-0.42,-1.14,-0.38,-0.07,0.55
195706,-0.04,0.23,-0.33,0.07,-0.14
195707,0.16,0.53,0.04,-0.41,-0.57
195708,0.1,-0.09,0.07,-0.12,0.12
195709,0.36,-0.18,0.22,-0.03,-0.09
195710,-0.44,0.19,-0.06,-0.45,0.34
195711,0.12,0.43,0.64,-0.23,-0.05
195712,0.49,-0.37,0.22,1.02,0.34
195801,2.4,-0.07,0.61,0.5,0.46
195802,-0.48,1.09,0.05,0.67,0.53
195803,0.81,-2.04,0.49,-0.59,0.34
195804,-0.02,-1.44,0.6,-0.55,0.27
195805,0.72,0.9,0.12,-0.65,0.06
195806,-0.12,-0.72,-0.1,-0.3,0.71
195807,-0.01,-0.4,-0.25,-0.13,1.28
195808,0.44,0.05,-0.23,-0.25,-0.49
195809,0.11,0.35,0.03,-0.63,0.31
195810,0.03,0.47,-0.14,-0.34,0.35
195811,-0.13,0.73,0.49,-0.12,0.16
195812,-0.28,0.5,0.73,0.21,0.13
195901,-0.62,0.68,0.24,0.46,0.02
195902,-0.27,0.31,-0.62,0.4,0.35
195903,-0.59,1.61,0.11,1.42,-0.13
195904,-0.39,0.61,0.19,0.26,0.01
195905,-0.42,0.1,0.16,-0.31,0.05
195906,0.01,0.13,0.19,0.21,0.1
195907,-0.09,1.16,0.04,-0.29,0.63
195908,-0.28,0.37,-0.26,0.29,-0.16
195909,-0.17,-0.82,-0.25,0.5,0.27
195910,-1.05,-0.57,-0.18,-0.08,0.33
195911,-1.09,-0.2,-0.04,-0.69,-0.16
195912,2.15,0.45,-0.04,-1.12,0.29
196001,0.61,-0.12,-0.11,-0.38,0.24
196002,0.57,-0.41,0.49,1.22,0.13
196003,-2.1,0.05,-0.17,-1.29,-0.01
196004,-0.16,-0.02,-0.3,-0.64,-0.22
196005,0.41,0.52,-0.3,-0.98,-0.71
196006,0.34,0.82,-0.03,0.31,0.03
196007,0.27,-0.24,-0.31,-0.16,-0.26
196008,0.21,-0.21,0.5,-0.22,-0.06
196009,0.32,-0.57,0,0.1,0.1
196010,0.6,0.18,0.52,-0.88,0.09
196011,0.16,1.17,-0.05,-1.08,0.13
196012,0.61,1.67,0.78,0.84,0.25
196101,0.58,0.13,0.24,0.25,0.24
196102,0.71,2.27,-0.82,0.9,-0.07
196103,-0.65,1.77,-0.57,1.2,0.16
196104,-0.99,1.45,0.18,0.24,0.16
196105,-0.45,-0.17,0.46,0.15,0.52
196106,0.49,0.99,0.33,-0.14,-0.34
196107,0.12,-0.46,-0.08,0.08,0.09
196108,0.4,-0.25,-0.49,-0.12,0.9
196109,-0.84,0.73,-0.51,0.12,0.56
196110,-0.76,1.37,-0.44,-0.8,0.44
196111,-0.37,0.77,-0.28,0.23,0.29
196112,-1.3,-0.45,-0.41,0.25,-0.12
196201,-0.6,1.31,-0.21,1.34,-0.2
196202,-0.62,0.11,-0.44,1.9,0.03
196203,0.04,-1.94,0.26,0.95,0.27
196204,-0.15,0.64,-0.15,0.51,-0.12
196205,-0.16,-0.54,-0.32,0.47,-0.31
196206,0,-0.81,-0.07,-0.4,-0.51
196207,-0.31,-0.98,0.05,0.37,-0.88
196208,0.2,0.01,-0.12,-0.17,0.06
196209,-0.26,-0.14,-0.1,-0.09,0.54
196210,0.88,0.74,0.08,-0.32,-0.21
196211,0.87,0.72,0.61,-0.75,0.49
196212,0.9,-1.68,0.13,0.51,0.16
196301,-0.82,-3.15,0.49,0.89,0.14
196302,0.59,-2.3,0.75,2.13,-0.08
196303,0,-1.98,-0.48,0.32,-0.03
196304,0.84,-0.02,-0.33,-0.88,0.28
196305,-0.33,0.64,-0.74,-0.28,-0.11
196306,-0.1,0.07,-0.1,-0.38,-0.06
196307,0.08,0.38,0.12,0.06,0.56
196308,0.02,0.39,0.02,0.07,0.57
196309,0.2,0.72,0.31,0.11,0.43
196310,1.86,0.36,-0.04,0.63,0.81
196311,0.21,1.59,-0.15,1.15,-0.01
196312,-0.36,-1.71,0.42,0.3,0.2
196401,0.88,-0.98,-0.03,-0.08,0.31
196402,1.03,-0.69,0.1,-1.19,0.39
196403,-2.54,-1.39,0.86,-0.45,-0.08
196404,-0.57,0.13,-0.28,-0.98,0.2
196405,-0.13,0.23,-0.29,-0.29,0.12
196406,-0.49,1.08,-0.39,-0.23,-0.73
196407,-0.02,-0.01,-0.71,-0.12,-0.52
196408,-0.69,-0.79,-0.48,-0.05,-0.02
196409,-0.72,-0.01,-0.8,-0.18,-0.07
196410,-0.21,0.22,-0.6,-0.8,-0.58
196411,-0.16,0.32,-0.61,-0.04,-0.52
196412,-1.72,0.19,-0.14,0.23,-0.63
196501,-0.12,0.6,-0.08,0.38,-0.3
196502,-1.41,-1.71,0.08,-0.61,0.14
196503,-1.03,-0.51,-0.13,0.42,-0.39
196504,0.19,-0.82,-0.82,-0.84,-0.18
196505,0.09,-1.03,-0.49,-0.09,-0.07
196506,-0.79,0.18,-0.39,-0.11,1.02
196507,-0.56,-1.04,0,-0.02,-0.01
196508,-0.55,-1.04,-0.17,-0.35,0.38
196509,-1.5,0.12,-0.17,0.02,0.17
196510,-0.19,-0.32,-0.33,0.37,0.4
196511,0.65,-1.52,-0.34,-0.76,0.18
196512,0.83,0.24,-0.25,-0.35,-0.02
196601,-2.78,-0.83,0.64,0.09,0.57
196602,-0.18,1.1,0.18,-0.51,-0.04
196603,0.17,-0.03,-0.3,-0.07,0.11
196604,-1.05,0.51,-0.17,-0.92,0.14
196605,-0.43,0.19,-0.14,0.06,0.24
196606,-0.05,0.54,0.13,0.1,0.48
196607,0.48,-0.12,0.37,-0.08,0.27
196608,-0.09,-0.25,0.32,0.41,-0.36
196609,0.34,-0.26,-0.14,0.27,-0.32
196610,-0.67,1.48,0.01,-0.43,0.02
196611,-0.91,0.25,0.07,-0.4,0.16
196612,-0.06,0.36,-0.09,-1.37,-0.26
196701,0.71,-1.27,-0.61,-0.69,-0.04
196702,-1.13,0.33,-0.11,-0.62,0.01
196703,-0.78,1.26,-0.49,0.88,-0.25
196704,-1.01,-0.14,-0.08,0.5,0.15
196705,-0.79,0.22,-0.05,0.89,0.94
196706,-0.45,-0.59,-0.12,-0.09,-0.86
196707,-0.41,0.27,-0.48,0.22,-0.01
196708,-0.17,0.29,-0.31,-0.12,0.28
196709,0.22,0.74,-0.3,-0.51,0.36
196710,-0.3,1.53,-0.45,1.19,0.32
196711,-0.1,1.07,-0.5,0.15,-0.09
196712,0.8,-1.15,-0.39,0.27,0.15
196801,-0.76,-1.69,-0.54,-0.36,-0.05
196802,-0.1,0.25,-0.09,-0.27,-0.24
196803,1.13,0.35,-0.6,2.23,-0.33
196804,-0.15,1.14,-0.54,0.09,-0.9
196805,-0.52,0.1,-0.37,0.18,-0.91
196806,-0.21,0.56,-0.55,-0.37,-0.08
196807,-0.5,-0.63,-0.06,-0.25,0.4
196808,-0.93,-0.57,0.37,-0.34,0.24
196809,0.04,0.04,0.03,-0.64,-0.31
196810,0.51,0.04,-0.24,-0.69,0.13
196811,0.31,0.26,-0.28,-1.15,0.6
196812,-1.31,-0.41,0.32,-1.09,-0.05
196901,-1.21,-1.06,0.3,-3.09,0.26
196902,0.87,-1.66,1.25,-4.02,0.57
196903,-1.43,-1.56,1.25,-0.63,0.6
196904,0.67,-0.61,0.06,-0.45,0.56
196905,0.14,0.43,0.19,-0.66,0.9
196906,-0.76,-0.09,0.41,-0.33,0.49
196907,-0.19,-0.27,-0.1,0.14,0.61
196908,0.25,0.23,0.19,-0.41,0.02
196909,-0.17,-0.09,0.24,-0.49,0.81
196910,-0.84,0.42,0.02,-0.21,-0.03
196911,0.24,0.6,0.36,0.65,0.46
196912,2.24,-2.09,0.23,0.31,0.29
197001,-0.81,-0.32,0.89,-0.18,0.33
197002,0.77,-1.06,0.54,0.54,0.39
197003,-0.31,-0.39,0.1,-0.71,0.24
197004,-0.6,-0.28,0.03,0.26,0.79
197005,-0.43,-0.39,0.16,-0.02,0.36
197006,0.07,0.78,0.22,-0.39,0.37
197007,0.15,-0.06,0.07,0.18,0.11
197008,0.24,-0.16,0.14,-0.32,0.02
197009,-0.43,-0.05,-0.05,0.18,0.32
197010,-0.51,-0.49,-0.3,-0.54,0.17
197011,-0.04,0.78,-0.11,0,-0.22
197012,-1.25,-0.05,-0.37,-0.19,0.15
197101,-1.59,0.91,-0.19,0.87,-0.31
197102,0.1,0.63,-0.32,-1.32,-0.54
197103,-0.63,-1.52,0.38,-0.48,-0.15
197104,-0.11,-0.08,-0.24,-0.23,-0.59
197105,-0.24,0.71,-0.2,-0.01,-0.56
197106,0.5,-0.58,-0.12,-0.24,-0.7
197107,-0.31,-0.09,-0.15,-0.02,0.5
197108,-0.09,0.43,-0.32,-0.12,-0.08
197109,0.05,-0.55,-0.25,0.3,0.3
197110,0.24,-0.18,-0.63,0.08,-0.57
197111,-0.5,-0.69,-0.6,1.99,-0.21
197112,-1.43,1.05,-0.4,1.1,0.01
197201,-1.25,-1.61,-0.1,-1.79,-0.04
197202,-2.04,0.56,-0.21,-1.4,-0.14
197203,-0.17,0.77,-0.19,0.04,-0.16
197204,-1.12,0.6,-0.22,0.55,-0.37
197205,0.01,-0.24,-0.38,-0.33,0.56
197206,-0.57,0.31,-0.25,0.03,0.89
197207,-0.87,0.76,0.44,-0.31,0.34
197208,-0.24,-0.09,0.27,-0.28,-0.07
197209,-1.11,-1.16,0.49,-0.76,0.31
197210,-1.2,-0.8,0.45,0.04,0.1
197211,-0.98,0.18,-0.34,-0.55,0.33
197212,-2.18,0.93,0.4,0.49,0.41
197301,0.64,0.61,0.48,-0.34,0.68
197302,-0.64,1.36,0.74,1.64,0.73
197303,1.37,0.43,0.36,0.8,0.74
197304,-0.43,-0.42,0.4,0.89,0.65
197305,0.24,0.31,0.49,0.18,0.09
197306,0.2,0.23,0.53,0.36,0.8
197307,0.04,0.39,0.47,-0.06,-0.19
197308,0.45,0.04,0.14,0.09,-0.23
197309,0.22,-0.1,0.21,-0.16,-0.17
197310,0.82,-0.8,0.03,-0.39,0.15
197311,-0.84,-1.42,-0.49,0.9,-0.18
197312,0.4,-1.09,-0.31,1.03,-0.26
197401,-1.05,1.15,-0.54,-1.17,-0.21
197402,-0.56,2.21,-0.23,-1.7,-0.44
197403,-0.53,1.41,-0.36,0.4,-0.21
197404,-0.24,-0.38,-0.28,0.59,-0.16
197405,-0.36,-0.74,-0.26,0.09,0.09
197406,0,-0.39,0.11,-0.29,-0.13
197407,0.11,-0.76,-0.44,0.29,0.05
197408,-0.6,0.06,-0.09,0.01,-0.11
197409,-1.32,0.2,-0.33,0.28,-0.41
197410,-0.88,-0.65,-0.09,-0.44,-0.25
197411,0.49,0.23,-0.61,-0.73,-0.11
197412,0.47,1.69,-0.71,-0.91,-0.47
197501,-0.79,2.54,-0.71,1.5,-0.17
197502,-0.34,1.24,-0.01,0.45,0.02
197503,-1.26,1.26,-0.29,1.64,0.08
197504,-0.86,0.4,0.06,1.1,0.09
197505,0.42,0.59,-0.13,0.28,-0.13
197506,0.16,-0.14,-0.12,0.36,0.48
197507,0.44,0.31,-0.25,0.05,-0.67
197508,-0.11,0.54,-0.29,-0.03,-0.09
197509,-0.59,1.16,-0.29,0.69,0.02
197510,0.04,-0.1,-0.46,0.06,0.06
197511,-0.37,-0.47,-0.36,-0.01,-0.3
197512,-0.83,-0.04,-0.02,0.53,-0.08
197601,-0.01,-0.35,-0.55,1.38,-0.24
197602,0.83,-0.88,-0.35,-0.53,-0.33
197603,-0.23,-1.35,-0.62,-1.16,-0.66
197604,1.19,-0.13,-0.5,0.16,-0.39
197605,0.06,-0.09,-0.39,-0.13,-0.06
197606,-0.1,-0.13,-0.29,-0.3,-0.21
197607,-0.01,0.01,-0.16,-0.6,0.22
197608,-0.25,-0.83,-0.3,-0.32,0.15
197609,0.4,-0.97,0.05,-0.06,-0.27
197610,-1.1,-0.59,0.02,-1.78,-0.05
197611,-0.03,0.24,-0.18,-1.1,0.03
197612,-0.58,-0.36,0.58,-0.72,0.16
197701,0.44,-0.1,0.51,-2.24,0.23
197702,2.68,1.64,0.21,-1.25,0.16
197703,1.41,1.56,-0.31,0.89,0.46
197704,1.34,-0.56,-0.13,1.03,0.27
197705,1.31,-0.22,0.08,0.6,-0.24
197706,0.62,-0.37,0.12,0.74,0.5
197707,0.04,-0.81,0.35,0.02,0.99
197708,-0.1,-0.78,0.33,-0.23,0.39
197709,0.45,-1.07,0.15,0.09,0.5
197710,0.45,0.05,-0.05,-0.89,0.51
197711,0.2,1.01,-0.13,1.46,0.31
197712,-1.03,-0.19,0,0.47,0.28
197801,-0.55,0.3,0.21,0.31,0.19
197802,0.11,-0.56,0.83,-0.32,0.47
197803,-0.4,0.95,0.14,0.76,0.37
197804,0.35,-0.71,0.1,0.57,0.1
197805,0.02,-0.77,0.2,-0.2,0.1
197806,-0.47,-0.65,-0.24,-0.11,0.05
197807,-0.04,-1.05,-0.29,-0.27,1.11
197808,-0.27,-1.04,0.29,-0.51,-0.54
197809,0.16,-0.79,-0.03,0.08,0.19
197810,-0.54,0.1,-0.07,0.27,0.46
197811,-0.91,-0.08,-0.64,1.69,0.26
197812,0.22,-1.41,0.53,-0.07,0.1
197901,-0.96,-1.39,1.05,-0.69,0.22
197902,-4.11,-0.45,0.74,0.6,0.38
197903,0.18,0.79,0.65,-0.15,-0.01
197904,-0.27,-0.73,0.22,-0.91,-0.19
197905,-0.49,0.35,0.11,0.24,0.18
197906,-0.2,1.1,0,0.1,-0.2
197907,0.4,-1.06,0.11,-0.05,0.53
197908,-0.09,-0.29,0.62,-0.35,1.11
197909,0.54,0.16,0.26,0.04,-0.24
197910,0.69,-0.55,0.46,0.05,0.54
197911,0.69,0.05,0.12,-0.06,0
197912,1.58,1.24,-0.3,1.8,0.24
198001,1.01,-1.62,0.68,-0.37,0.34
198002,1.66,0.11,0.44,0.06,0.39
198003,0.11,-1.13,0.47,-0.96,0.83
198004,0.93,-0.57,0.5,-0.17,0.55
198005,1.15,-1.27,0.35,0.26,0.83
198006,0.26,0.03,0.27,0.15,0.36
198007,0.57,-0.66,0.1,0.14,0.37
198008,0.27,-0.18,0.36,-0.06,0.61
198009,-0.24,0.06,0.22,0.1,-0.03
198010,0.15,-0.11,0.29,0.25,0.34
198011,1.09,-0.93,0.4,0.97,-0.09
198012,-1.38,-0.27,-0.21,1.61,0.27
198101,3.7,0.01,-0.58,1.98,0.12
198102,2.44,0.14,-0.08,1.22,0.32
198103,2.63,0.83,0.56,0.96,0.47
198104,0.75,-0.39,0.33,0.98,0.28
198105,0.32,-0.06,0.1,0.19,0.94
198106,0.25,0.29,0.2,0.56,-0.06
198107,0.34,-0.32,0.04,0.3,-0.17
198108,0.65,-0.31,0.08,0.39,0.58
198109,0.39,0.44,-0.06,0,-0.18
198110,0.06,0.78,0.31,-0.2,0.16
198111,2.03,-0.22,-0.29,0.04,0.31
198112,1.2,-0.76,0.67,1.5,0.28
198201,-2.79,-0.66,0.55,0.26,0.1
198202,-0.64,-0.18,-0.14,0.75,-0.01
198203,-0.28,0.47,-0.04,-0.68,0.26
198204,-1.34,-0.38,0.05,1.3,0.28
198205,-0.25,0.17,-0.2,0.26,0.35
198206,-0.45,-0.09,0.28,-0.12,0.5
198207,0.02,0.09,0.44,0.05,0.71
198208,-0.51,0.15,0.17,-0.1,0.71
198209,-0.18,1.11,0.42,0,0.47
198210,-0.21,0.35,0.01,-0.37,0.29
198211,-1.16,0.66,-0.6,-0.11,0.35
198212,0.78,1.42,-0.2,1.27,0.41
198301,0.77,2.31,-0.95,1.93,0.93
198302,0.85,-0.44,0.64,0.87,0.83
198303,-0.03,0.88,0.26,0.87,0.84
198304,-0.73,1.15,0.74,-0.24,0.85
198305,-1.4,0.71,0.99,0.05,0.99
198306,0.13,-0.02,0.57,-0.05,-0.04
198307,0.24,0.92,0.8,0.18,0.61
198308,0.82,-0.03,0.5,0.34,0.27
198309,0.24,0.58,0.61,0.54,0.09
198310,0.13,0.21,-0.2,0.38,0.38
198311,1.63,-0.56,0.62,1.85,0.38
198312,-2.47,0.07,0.23,1.75,0.56
198401,-0.37,1.16,-0.32,1.06,0.21
198402,1.87,0.38,0.02,-1.22,0.35
198403,0.31,-0.69,0.66,0.65,0.37
198404,0.6,0.19,0.45,-0.69,-0.09
198405,-0.07,0.04,0.63,0.95,0.56
198406,0.39,-0.67,0.02,0.2,-0.23
198407,0.11,-0.79,0.05,0.08,0.37
198408,0.73,-0.49,0.51,-0.2,-0.35
198409,-0.82,0,0.42,-0.18,-0.05
198410,-0.32,1.04,0.27,-0.34,0.63
198411,-0.48,0.36,-0.1,-0.69,0.01
198412,-0.84,0.14,-0.17,-1.83,-0.17
198501,1.52,-3.07,0.85,-0.35,0.04
198502,-1.44,-3.73,0.12,-0.49,0.06
198503,1.21,-0.82,0.54,-0.55,0.46
198504,0.3,-0.01,-0.41,0.64,0.18
198505,0.99,0.44,0.11,-0.07,0.54
198506,-0.19,-0.54,0.4,0.12,0.14
198507,-0.08,-0.19,0,-0.42,0.13
198508,-0.47,0.34,0.33,0.18,0.08
198509,-0.41,-0.01,0.05,-0.05,0.13
198510,-0.4,0.28,0.11,0,0.42
198511,-1.96,-1.14,0.34,0.59,0.39
198512,0.43,0.22,0.01,0.22,0.27
198601,2.51,0.17,-0.17,0.87,0.41
198602,1.86,-2.8,0.65,0.39,0.13
198603,1.25,0.23,0.4,0.54,-0.05
198604,0.37,0.13,0.54,0.34,0.68
198605,0.57,0.82,0.2,0.06,0.68
198606,-0.12,0.55,0.26,0.23,0.6
198607,-0.28,-0.09,0.13,-0.01,0.44
198608,-0.19,0.09,0.61,-0.11,0.63
198609,-0.26,-0.64,0.23,-0.03,-0.02
198610,-0.45,0.35,-0.03,0.22,0.11
198611,-1.85,0.48,-0.33,0.69,0.22
198612,2.18,-0.78,-0.51,-0.26,0.57
198701,2.99,-3.83,0.53,-0.15,0.57
198702,2.15,-0.04,0.88,1.41,0.64
198703,0.71,-3.02,0.68,-0.35,0.66
198704,1.4,-0.22,0.41,-0.69,0.88
198705,0.62,-0.85,1.13,0.16,0
198706,0.79,-0.39,0.26,-0.33,0.76
198707,0.22,0.14,1.02,0.11,1.68
198708,-0.27,-0.95,0.99,0.37,0.37
198709,0.74,0.73,0.72,0.06,0.47
198710,0.03,0.44,0.35,-0.44,0.98
198711,1.38,0.14,0.74,-1.44,0.91
198712,2.4,0.31,1,0.54,0.48
198801,-0.22,2.09,0.6,1.22,0.7
198802,0.54,1.07,0.86,-0.16,0.57
198803,1.48,-0.22,0.72,0.34,1.04
198804,1.18,-0.13,1,0.4,0.48
198805,0.84,0.8,0.76,0.24,0.01
198806,0.91,0.35,0.59,0.7,-0.07
198807,0.67,0.99,0.51,0.72,-0.4
198808,0.66,0.31,0.45,0.21,0.58
198809,0.21,0.3,0.2,0.89,0.47
198810,0.25,0.07,-0.07,0.82,0.33
198811,0.66,-2.14,0.03,1.23,0.4
198812,0.53,0.13,-0.55,2.52,0.37
198901,0.27,1.95,-1.15,0.62,0.14
198902,-0.59,2.75,-0.94,1.76,0.46
198903,-1.26,2.83,-0.25,2.12,0.01
198904,1.11,1.45,0.01,-0.19,0.4
198905,0.04,0.87,0.24,0.58,-0.19
198906,0.5,0.29,0.28,0.14,0.66
198907,0.84,0.53,0.19,0.2,-0.08
198908,0.38,0.58,0.55,-0.01,0.62
198909,0.17,0.5,0.58,0.02,0.01
198910,0,0.69,0.01,0.62,0.19
198911,-0.78,-0.09,0.37,0.44,0.5
198912,-1,0.57,0.7,1.95,0.37
199001,1.62,1.26,0.32,-0.16,0.56
199002,-1.24,4.18,0.02,1.61,0.33
199003,1.87,2.84,0.03,3.2,0.55
199004,0.78,0.72,0.75,0.93,0.78
199005,0.15,0.84,0.44,0.89,0.27
199006,0.84,0.2,0.76,0.6,0.28
199007,0.28,0.12,0.33,0.19,-0.08
199008,0.35,0.67,0.51,0.29,0.84
199009,0.92,-0.5,0.43,0.14,-0.11
199010,-0.66,0.89,0.73,0.78,0.84
199011,-0.19,0.75,1.02,1.09,0.78
199012,-1.3,0.59,1.04,1.56,0.44
199101,-0.5,1.38,0.31,1.41,0.29
199102,2.8,-1.23,0.62,0.4,0.54
199103,1.15,1.44,0.43,-0.3,0.64
199104,1.05,0.13,0.35,1.15,0.54
199105,1.16,-1.46,0.12,0.56,0.86
199106,0.93,-0.42,0.43,0.78,0.66
199107,0.28,0.8,0.33,0.7,0.26
199108,0.62,0.89,0.24,0.24,0.22
199109,0.23,0.71,0.43,0.54,0.51
199110,-0.3,0.14,0.11,0.95,0.1
199111,-0.87,0.45,0.16,1.33,0.27
199112,0.83,-0.24,-0.45,0.32,0.47
199201,2.34,1.1,-0.19,1.57,0.51
199202,1.11,1.27,0.05,1.4,0.23
199203,1.72,1.21,0.24,0.36,0.85
199204,-0.15,-0.1,0.38,-0.12,0.67
199205,-0.52,0.6,0.08,0.3,0.79
199206,-0.35,0.62,0.31,-0.46,1.16
199207,-0.81,0.2,-0.01,-0.35,-0.5
199208,-0.64,1.49,-0.01,-0.35,0.01
199209,-0.89,0.06,0.15,-0.56,-0.15
199210,0.01,-1.28,0.28,-0.53,0.25
199211,0.34,0.08,-0.1,-0.31,-0.24
199212,-0.5,0.35,0.32,1.47,0.05
199301,0.43,1.57,-0.28,1.49,0.27
199302,-0.42,0.33,-0.41,2.39,0.06
199303,0.97,0.07,0.16,1.39,0.69
199304,0.41,0.5,0.31,-0.1,0.6
199305,0.69,1.24,0.39,-0.11,0.34
199306,-0.06,-0.15,0.47,0.24,0.68
199307,-0.04,-0.53,0.53,0.18,0.27
199308,0.08,-0.13,0.53,-0.17,0.31
199309,-0.37,-0.95,0.62,-0.32,0.31
199310,0.03,-0.21,0.96,-0.06,0.73
199311,-0.67,-2.5,0.98,-1.24,0.44
199312,1.15,1.01,0.78,0.18,0.51
199401,-1.14,2.09,0.33,0.87,0.43
199402,-1.65,-0.54,-0.1,-0.31,0.25
199403,1.51,1.45,0.6,0.71,0.39
199404,0.57,1.07,0.59,0.59,0.45
199405,0.74,0.18,0.61,0.68,1.11
199406,0.91,-0.04,0.2,0.79,0.87
199407,0.57,1.77,0.02,0.15,0.36
199408,0.52,1.14,0.34,0.21,0.47
199409,0.98,1.18,0.3,0.26,0.91
199410,0.81,0.14,0.3,1.07,0.63
199411,0.64,0.83,0.23,1.3,0.6
199412,1.4,1.05,-0.11,0.17,1.01
199501,1.71,1.13,-0.05,1.8,0.57
199502,0.9,3.43,0.27,3.45,0.31
199503,0.32,1.14,0.65,1.43,0.63
199504,0.45,0.42,0.2,1.26,0.48
199505,0.39,0.12,0.59,0.54,0.5
199506,0.88,0.7,0.85,0.73,0.7
199507,0.1,0.96,0.72,0.3,1.01
199508,0.84,0.82,1.07,0.74,0.71
199509,0.64,-0.17,0.85,0.53,0.88
199510,0.18,1.4,0.53,1.19,0.75
199511,-0.26,-1.06,0.25,2.07,0.58
199512,-0.11,-1.28,0.74,0.96,0.78
199601,-1.08,0.02,1.07,0.14,0.32
199602,1.52,-1.4,0.72,1.04,0.39
199603,-0.31,-1.33,0.49,0.55,0.66
199604,0.15,0.2,0.17,-0.48,0.49
199605,0,0.52,0.81,0.64,0.73
199606,0.78,0.45,0.18,0.14,-0.27
199607,0.24,-0.34,0.26,0.64,0.21
199608,0.11,0.72,0.58,-0.28,1.08
199609,0.15,-1.36,0.6,-0.21,0.35
199610,-0.76,0.44,0.24,0.15,0.63
199611,-0.9,1.17,0.05,0.93,0.35
199612,0.4,-0.78,0.67,0.89,0.52
199701,0.09,0.19,0.66,0.82,0.4
199702,1.35,1.88,-0.35,1.09,0.05
199703,0.19,1.1,-0.1,2.06,0.27
199704,-0.58,-1.06,-0.25,2.06,0.56
199705,-0.28,0.48,0.12,0.85,0.54
199706,0.63,0.7,0.9,0.51,0.85
199707,0.45,0.33,0.75,0.15,1.3
199708,0.41,1.33,0.81,0.44,0.77
199709,1.32,0.1,0.92,0.19,1.51
199710,-0.53,-0.28,0.7,1.5,1.16
199711,0.89,0.5,0.79,0.06,1.02
199712,2.36,0.74,0.68,-0.2,0.94
199801,1.05,2.24,0.49,0.2,1.23
199802,3.01,2.16,1.29,1.45,1.15
199803,0.98,0.32,0.51,1.05,1.11
199804,2.22,1.01,1.77,0.64,1.34
199805,2.08,0.66,1.07,0.42,0.89
199806,0.99,1.04,0.93,1.08,0.93
199807,1.45,0.41,1.06,1.19,1.75
199808,1.36,0.48,0.92,1.24,1.19
199809,1.97,0.36,0.89,0.46,0.5
199810,1.24,0.48,0.58,0.47,1
199811,2.19,-1.36,0.58,-0.57,0.44
199812,1.9,-0.38,0.53,1.85,0.72
199901,1.19,1.54,0.49,1.26,0.27
199902,2.5,0.62,0.53,3.13,0.63
199903,1.97,1.54,0.68,-1.2,0.57
199904,1.38,1.56,0.65,0.91,-0.09
199905,0.27,0.49,0.82,0.74,0.16
199906,0.5,1.43,0.82,0.38,0.45
199907,0.26,1.47,0.58,0.94,0.39
199908,0.81,0.7,0.55,0.37,0.46
199909,0.43,1.85,0.5,0.48,1.1
199910,-0.1,0.92,0.31,1,0.38
199911,2.2,0.11,0.54,0.48,0.11
199912,1.86,0.8,0.26,2.27,0.42
200001,1.5,0.58,0.29,0.36,0.47
200002,3.09,2.22,-0.42,1.6,0.18
200003,2.81,1.08,0.1,1.4,0.06
200004,0.8,2.09,0.94,2.32,0.55
200005,0.36,1.49,0.59,1.16,0.33
200006,0,0.87,0.54,1.02,0.73
200007,0.59,0.08,0.59,0.81,-0.28
200008,0.45,0.95,0.41,0.84,0.67
200009,0.21,0.28,0.59,0.42,0.13
200010,0.25,1.55,0.17,-0.33,0.86
200011,0.35,2.16,0.43,-0.88,0.12
200012,-0.93,2.1,0.37,0.18,0.32
